ts	phase	decision	why	evidence	result
2026-09-17T08:36:00Z	mobile	SKIP static expo import in androidNotifications.ts	Expo 57 winter/runtime reads bare __DEV__ and breaks the frozen remoteRegistration.test.ts Node import graph. Keep Kata's lazy require("expo") plus the new Live Update APIs	apps/mobile/src/features/agent-awareness/androidNotifications.ts vs 7fad04511	adapted
2026-09-17T09:00:00Z	lint	TAKE upstream OpenCode UAT scripts with Kata namespace-node-imports	vp check lint errors kata-code/namespace-node-imports on taken .opencode/skills/build/scripts/user-acceptance/*.mjs; rewrite to import * as NodeFS/NodePath/NodeChildProcess. Apply vp check --fix formatting so Check job fmt of .opencode/skills/build/** is green	vp check 0 errors 789 warnings; usage strings keep English relative-path	adapted
2026-09-17T09:20:00Z	web	TAKE upstream SidebarStageBackdrop wrapper and focus-ring helper	Auto-merge kept Kata's older SidebarStageBackdrop.tsx while taking upstream SidebarChrome/AppSidebarLayout consumers; restore resolveSidebarStageFocusRingOffsetClass and SidebarStageBackdrop so vpr typecheck can resolve those exports	apps/web/src/components/SidebarStageBackdrop.tsx vs 0150c6a53	adapted
2026-09-17T09:20:00Z	retained	SKIP dropping Kata sandboxes-preview settings search id	Auto-merged settingsSearch.ts took upstream catalog (no sandboxes-preview) while SettingsPanels still renders the Experimental Docker toggle. Restore the Kata catalog entry so searchableSetting("sandboxes-preview") typechecks and Settings search can find it	apps/web/src/components/settings/settingsSearch.ts vs 7fad04511	adapted
2026-09-17T09:25:00Z	cli	SKIP dropping Kata routine-draft prompt builders	Auto-merged TextGenerationPrompts.ts took upstream (no RoutineDraft) while RoutineDraftGeneration.ts still imports buildRoutineDraftPrompt from KAT-3320	apps/server/src/textGeneration/TextGenerationPrompts.ts vs 7fad04511	adapted
2026-09-17T09:25:00Z	cli	TAKE device-authorization Connect prompt and KEEP publish-only status copy	Upstream replaced formatHeadlessAuthorizationPrompt with formatDeviceAuthorizationPrompt; restore desiredLinkMode on connect status so publish-only pending links do not promise a managed tunnel	apps/server/src/cli/connect.ts vs 7fad04511 and 0150c6a53	adapted
2026-09-17T09:25:00Z	retained	TAKE pinned-runtime archive install with ProcessRunner.runBytes mocks	Upstream ProcessRunner.of requires runBytes. Keep Kata archive-mode legacyCliLauncherScript("archive") so old npm entry points still spawn the sibling executable in a pinned archive, not an npm platform package	apps/server/src/cloud/pinnedRuntime.ts; packages/shared/src/legacyCliLauncher.ts vs 7fad04511	adapted
2026-09-17T10:00:00Z	retained	SKIP dropping Kata GitHubCli repository discovery and token-byte APIs	Auto-merge kept the Kata GitHubCli interface (listRepositories, listBranches, assertAuthenticated, withAuthTokenBytes) and helpers but took upstream GitHubCli.of without those methods. SandboxGitHubAccess and Docker E2E call them. Restore the implementations from 7fad04511 after getRepositoryCloneUrls.	apps/server/src/sourceControl/GitHubCli.ts vs 7fad04511	adapted
2026-09-17T10:00:00Z	retained	SKIP dropping Kata routines RPC handlers and sandbox settings presentation from ws.ts	Auto-merge took upstream ws.ts (3794 lines, no routines) while contracts still expose WS_METHODS.routines* from KAT-3320/3321. Restore routineDraftGeneration wiring, WsRpcGroup handlers, and presentServerSettingsForClient so enableSandboxes stays gated by KATACODE_SANDBOXES.	apps/server/src/ws.ts vs 7fad04511	adapted
2026-09-17T10:00:00Z	identity	TAKE remapped Context.Service keys on new upstream services	Effect deterministicKeys requires @kata-sh/code-cli/<path> for StorageCleanup and ProjectCloneTracker. Internal T3 product identifiers stay; these are package-scoped service keys.	apps/server/src/storageCleanup.ts; apps/server/src/project/ProjectCloneTracker.ts	adapted
2026-09-17T10:00:00Z	tests	TAKE runBytes on remaining VcsProcess provideService mocks	GitHubCli.withAuthTokenBytes and VcsProcess["Service"] require runBytes. Keep liveProcess.runBytes passthrough on checkpoint wrappers. Merge CloudCliTokenManager with sandbox mocks so Layer.empty.pipe stays within Effect's 20-step limit.	GitHubCli.test.ts; GitHubSourceControlProvider.test.ts; GitVcsDriver.test.ts; server.test.ts	adapted
2026-09-17T10:45:00Z	retained	SKIP dropping connect sprite subcommand	Auto-merged connect.ts kept upstream subcommands and omitted spriteConnectCommand. CI Test Server 1 failed sprite.integration.test.ts because `connect sprite --help` ran the Connect setup handler. Restore the Kata Sprite operator interface.	apps/server/src/cli/connect.ts vs 7fad04511; sprite.integration.test.ts	adapted
2026-09-18T07:20:00Z	git	TAKE origin/main KAT-3390/3391/3392 into the frozen-target branch	Main advanced after candidate 35d45f938; PR #239 was dirty. Frozen upstream tip stays 0150c6a53. Merge-base --all HEAD upstream remains the frozen tip.	merge f80e90a1b parents 35d45f938 + 5b7fa4dc4; RoutineStore and RoutinesPage match origin/main	adapted
2026-09-18T07:20:00Z	routines	TAKE shipped routine environment ownership, stale-revision copy, and offline mutation gating	KAT-3392 keeps SQL/environment-authoritative identity; KAT-3390 shows the stale-revision conflict message; KAT-3391 disables mutations when the serving environment is offline. Auto-merged identically to origin/main.	apps/server/src/routines/RoutineStore.ts; apps/web/src/features/routines/RoutinesPage.tsx	adapted
2026-09-18T07:20:00Z	lint	TAKE integration-branch Set membership in verify-evidence.mjs	The only merge conflict. COMMAND_KINDS is already a Set; SLICE_RESULTS/CHECKPOINTS Set.has is equivalent to main's array includes and matches the integration branch formatter. KAT-3390 visual/video evidence rules were already present on both sides.	.opencode/skills/build/scripts/user-acceptance/verify-evidence.mjs	adapted
2026-09-20T07:05:00Z	git	TAKE origin/main KAT-3415 into the frozen-target branch	Gannon merged main as 33d49ea8d parents 6f4a18b55 + 2eb3b14fa. Frozen upstream tip stays 0150c6a53. merge-base --all HEAD upstream remains the frozen tip. New Kata base 2eb3b14fa.	merge 33d49ea8d; Linear OAuth broker files from KAT-3415 / PR #241	adapted
2026-09-20T07:05:00Z	connect	TAKE Kata Linear OAuth JWT and KEEP frozen-range extras	wireIdentity.ts matches origin/main including kata-cloud-linear-oauth+jwt. Three-way merge kept upstream reasoningMessages and Android activity_chip that main does not have. No t3_relay / /api/t3-connect / @t3tools in the 46-file drop.	packages/contracts/src/wireIdentity.ts; infra/relay/src/linear/*; .github/workflows/deploy-relay.yml	adapted
2026-09-20T15:20:00Z	intake	REFREEZE upstream target 0150c6a53 -> c14f6015b	Gannon instructed this run to pull the latest upstream instead of holding the previous freeze. 118 commits, 0 reverse commits. The superseded freeze stays an ancestor.	git rev-list --count 0150c6a53..upstream/main; Linear KAT-3411 run record	adapted
2026-09-20T15:16:00Z	git	TAKE origin/main 13d48b9a6 by merge, not rebase	The branch carries recovered previous-pin ancestry and prior upstream merges, and AC 2 requires base and upstream to stay ancestors. A literal rebase linearises that away; git-integration.md specifies merge.	merge e7a32710af; merge-base --is-ancestor on all five frozen refs	adapted
2026-09-20T15:25:00Z	git	SKIP 68 effect-smol paths staged into packages/kata-sandbox-docker	Rename detection matched upstream's restructured .repos/effect-smol/packages/effect/** onto the Kata-only Docker sandbox package. Zero overlap with that package's 16 real files.	comm -12 on the package file list and the conflict list	adapted
2026-09-20T15:30:00Z	migration	TAKE upstream 053_PullRequestFilesViewed as Kata 057	Kata already owns 053_Routines. Shipped identities 041-056 are unchanged and KataUpstreamUpgrade.test.ts grows to 57 with a pull_request_files_viewed assertion.	apps/server/src/persistence/Migrations.ts; KataUpstreamUpgrade.test.ts 3 passed	adapted
2026-09-20T15:32:00Z	deps	TAKE alchemy 2.0.0-beta.79 and rebase the Kata patch	beta.76 calls Config.string, removed in effect rc.115, so holding it breaks every relay test at import. The PlanetScale replica patch applies to beta.79 unchanged.	relay tests 38 passed; patches/alchemy@2.0.0-beta.79.patch applied in the resolved package	adapted
2026-09-20T15:34:00Z	relay	SKIP upstream clientConfig.ts and its alchemy.run.ts wiring	PublishClientConfig writes T3CODE_* variables into a repo-root .env, against AGENTS.md. Kata's own deploy.ts already ships the same config as KATACODE_* through --github-env-file.	infra/relay/src/clientConfig.ts removed; scripts/lib/public-config.ts KATACODE_MOBILE_OTLP_TRACES_*	adapted
2026-09-20T15:35:00Z	relay	KEEP Kata relay deploy script wiring	The merge replaced "deploy": "node -- scripts/deploy.ts" with upstream's plain alchemy deploy, dropping the --dry-run/--github-output/--read-state/--github-env-file flags deploy-relay.yml and release.yml pass.	infra/relay/package.json; .github/workflows/release.yml	adapted
2026-09-20T15:36:00Z	workflow	SKIP inherited .github/scripts/relay-state-output.test.cjs	It extracts release.yml's inline alchemy state script and runs it. Kata replaced that step with vp run --read-state, so the inherited test fails by construction.	node --test output: Unrecognized flag: --github-output in command alchemy deploy	adapted
2026-09-20T15:38:00Z	branding	FIX seven preservation regressions that merged cleanly	Clean merges need the same review as conflicts. appLinking scheme filter, eas.json env name, mobile-native-client iOS artifacts, connectAuth truncation guard, DeviceService attach test, makeTextGenerationFromRegistry coverage, and rendered mobile copy.	scripts/check-product-branding.mjs passed; mobile 1772 passed; shared connectAuth 6 passed	adapted
2026-09-20T15:40:00Z	mobile-theme	SUPERSEDE the KAT-3371 SKIP preserving skill accent #f0abfc	Upstream derives the variable for contrast and changed the bubble. Against the current light bubble #efeff1, #f0abfc scores 1.53:1 and the derived #1b4ed8 scores 5.85:1; the fork's own readability test requires 4.5:1.	contrast computation over generated-uniwind-default-theme-variables.json; mobileTheme.test.ts passes	adapted
2026-09-20T16:05:00Z	preservation	REDUCE the gate from 11 FAIL to 7 and escalate the remainder	Restored DesktopEnvironment.test.ts and VcsProcess.test.ts byte-for-byte with their additions in companions, and fixed the migration-identity command. The other seven cannot be both byte-identical and green, because vpTestCommand makes each path trusted and part of the command.	trusted-base --mode ci on fbe8e00b0; scripts/lib/upstream-preservation/checks.ts vpTestCommand	needs decision
2026-09-20T16:06:00Z	preservation	DO NOT extend the ci.yml single-FAIL waiver	ci.yml waives exactly one named FAIL today. Extending it to seven named checks relaxes an acceptance gate beyond this run's authority, even though each retained behaviour is still asserted in the frozen file or its companion.	.github/workflows/ci.yml sandbox-route-driver-registration waiver	needs decision
2026-09-20T16:08:00Z	deps	SKIP upstream's sharp dependency in scripts/package.json	Upstream added it for scripts/export-android-icons.ts, which this fork does not have. knip:check reported it unused.	vp run knip:check clean after removal	adapted
2026-09-20T16:09:00Z	deps	DROP the stale msgpackr-extract knip ignore	Upstream removed msgpackr-extract from the dependency tree in this range, so the ignore entry no longer matches anything.	git grep msgpackr -- '*package.json' returns nothing	adapted
2026-09-20T16:10:00Z	relay	MIGRATE Kata-only relay and Sprite code to the rc.115 and alchemy beta.79 APIs	Upstream migrated its own call sites only. Without this the relay does not typecheck and every relay test dies at import.	relay tsc 0 errors, 364 tests passed; repo vpr typecheck 0 errors	adapted
2026-09-20T17:20:00Z	preservation	TAKE choice A: extend the ci.yml waiver to the seven enumerated checks	Gannon's decision. Re-baselining on main was not available: those assertions track whichever side of the upstream change the tree is on, and main still declares isDefaultProtocolClient, so the edit would not compile there.	.github/workflows/ci.yml allowlist; docs/upstream/kat-3411-intake.md table	adapted
2026-09-20T17:22:00Z	preservation	REPLACE the count guard with an explicit allowlist	A count of one could not express eight waived lines, and a count of eight would let any eighth failure through. The allowlist matches exact report lines, so a new FAIL still fails the job.	proved both ways against the real report: 7 waived -> no unwaived lines; +1 synthetic -> 1 unwaived line and exit 1	adapted
2026-09-20T17:26:00Z	verify	POINT withHistoricalBaselineWorktree at a dependency-compatible candidate	That fixture runs the real gate commands inside its checkout against the repository's installed node_modules. Its 2026-era pin predates the effect rc.115 upgrade, so those commands no longer run there. currentSha stays historical because withSandboxRegressionWorktree copies today's checker over that checkout and needs the difference to have something to commit.	scripts/check-upstream-preservation.test.ts 25/25 passed	adapted
