ts	phase	decision	why	evidence	result
2026-09-08T17:38:06Z	server	selfUpdate.test.ts: retain exact scoped-package failure assertion as separate test and take desktop delegated-update test.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	server	serviceLauncherClient.ts: retain Kata launcher/server version mismatch validation and error alongside upstream rejection handling; use current Schema.TaggedError API.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	server	ActivityPayloadProjection.ts: add upstream workspace image preview import through Kata package.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	server	CheckpointReactor.test.ts: take expanded upstream placeholder/adoption/PR-refresh test. Its newly separate parameterized shared-worktree test covers the previous Kata shared-worktree guard.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	server	OrchestrationEngine.test.ts: keep Kata concurrent workspace creation test and add upstream blocked-settle receipt test.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	server	ProjectionSnapshotQuery.test.ts: take upstream snapshot projection assertions.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	server	CodexDeveloperInstructions.ts: take shared RuntimeInstructions builder; parent must brand new RuntimeInstructions.ts (outside conflicted files). CodexProvider.ts takes upstream shared initialize builder/custom models; initialized visible title remains Kata Code Desktop and internal name remains t3code_desktop.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	server	CodexSessionRuntime.test.ts: take upstream collaboration-mode prefix assertion, retain Kata product expectation.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	server	ProviderInstanceEnvironment.ts: retain unconditional sandbox-bootstrap-token stripping (including supplied overrides); take CODEX_HOME/CLAUDE_CONFIG_DIR home expansion.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	server	AgentAwarenessRelay.test.ts: take effect-native test harness with Kata JWT issuer and tamper check.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	server	server.test.ts: preserve sandbox deployment/GitHub mocks and add pairing-subscription synchronization; take parameterized missing-origin/local-only branch tests with Kata branch fixture.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	server	serverSettings.test.ts: retain enableSandboxes off-by-default/persistence test plus upstream optional provider defaults test.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	server	TextGenerationPrompts.test.ts: retain Kata title quality/identity assertions because implementation retains those prompts.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	server	UsageService.ts: take upstream Grok/rates/HostProcessEnvironment behavior with Kata docs/imports.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	server	VcsProcess.ts: preserve binary runBytes and envMode support; take upstream bounded text-command concurrency and outputMode. runBytes retains existing behavior.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	server	ws.ts: take upstream capability-aware provider catalogs/file-manager config; preserve sandbox setting redaction/presentation and off-by-default config gating in snapshot and stream.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`package.json`: retain Kata web version 0.0.42 and package identity; merge upstream dependencies and scripts.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`cloud/linkEnvironment.ts`: combine upstream relay protected-error helper with Kata loopback/host validation and local-environment linking support. Keep Kata environment-link behavior and adopt upstream relay changes.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`components/AppSidebarLayout.tsx`: take upstream panel navigation/animation integration; preserve the existing Kata sidebar/layout changes that merge independently.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`components/ChatView.tsx`: take upstream APIs, citation/artifact-template/provider skills, and multiple-surface close refactor. Retain terminal confirmation in the dedicated single-surface close callback; the batch cleanup callback uses upstream array iteration. Existing behavior deliberately bypasses individual-terminal confirmation for bulk close, as documented by terminalCloseConfirm. Retain Kata imports/behavior that merge independently.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`components/CommandPalette.tsx`: use upstream normalized clone URL helpers instead of the obsolete local helper; take upstream navigation/refactoring.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`components/RightPanelTabs.tsx`: take upstream environment-aware PR status seeds, tab audio controls, and associated imports.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`components/ServerUpdateAction.tsx`: take upstream update runner and desktop update behavior. The runner owns the success toast; retain the runnable `@kata-sh/code-cli@<version>` package in its reconnect message. Remove the duplicate older toast/finally conflict.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`components/Sidebar.logic.ts`: combine upstream runtime/drag imports with preserved existing Kata sort exports.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`components/ThreadStatusIndicators.test.ts`: take upstream PR summary test imports; obsolete settled-test imports have no retained references.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`components/ThreadTerminalDrawer.tsx`: take upstream terminal focus/output additions alongside existing terminal-close confirmation.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`components/WorkspaceBreadcrumb.tsx`: take upstream readonly prop annotation.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`components/chat/ChatComposer.tsx`: normalized three-way merge combines both sides cleanly. Remove obsolete unused floating-layer import.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`components/chat/MessagesTimeline.test.tsx`: take upstream collapsed changed-files presentation expectation; keep Kata fixture path in the absolute-path omission check.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`components/pullRequest/pullRequestPresentation.tsx`: take upstream `action-required` -> pending status handling.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`components/settings/ConnectionsSettings.tsx`: KEEP Kata `AddEnvironmentDialog`, Docker preview gating, host sandbox visibility, deployment settings, remote pairing callbacks and SSH callbacks. TAKE upstream changes outside the duplicate inline add-environment dialog: machine-kind presentation, update capabilities, pairing/access and cloud-link improvements. SKIP upstream replacement inline remote/SSH form and its keyboard/autocomplete helpers, because it would remove the existing Kata sandbox creation flow. SSH discovery still runs while the Kata dialog is open and refreshes on opening. No Vercel or other cloud driver work added.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`components/settings/KeybindingsSettings.tsx`: take upstream shared warning/notice components; normalized display copy remains Kata.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`components/settings/SettingsPanels.tsx`: retain Kata folded Experimental features/Sandboxes section, existing heading order, existing search expansion mapping, and admin gating. Combine sandbox dirty/reset tracking with upstream continue-threads-after-restarts tracking. Take upstream restart continuation setting and other independently merged functionality. Remove unused upstream-only legacy target set because Kata already owns the folded search mapping.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`components/settings/ThemeSettings.tsx`: normalized merge retains Kata theme behavior and takes upstream additions.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`components/sidebar/SidebarChrome.tsx`: take upstream utility-menu/back behavior and environment pill layout; KEEP existing Kata compact header and trigger placement. The upstream wordmark helper is unused because Kata's compact header deliberately has no wordmark, so remove that helper instead of introducing T3 branding or adding a new brand placement.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`components/ui/toggle-group.tsx`: KEEP existing Kata `default` variant default; upstream segmented style remains available explicitly. Avoid changing existing callers' appearance by changing the default.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`components/usage/UsagePage.tsx` and tests: take upstream limits, price overrides, environment filters, preferences, refresh states, and unified page container/header. Retain independently merged Kata breakdown/chart behavior. Upstream header arrangement is needed to expose new environment and limits functionality. The test merge keeps both model/hourly breakdown coverage with upstream preference mocks.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`components/usage/UsageProviderChart.tsx` and tests: take generalized upstream `buildPeriodColumns` and its tests; delete obsolete `buildDayColumns` forwarding wrapper. Preserve independently merged Kata chart behavior.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`connection/platform.ts`: normalized merge combines platform updates and Kata identity cleanly.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`hooks/useHandleNewThread.ts`: preserve Kata abort signal and composer-content carry options; combine abort checks with upstream route-change cancellation and per-environment settings/model-selection improvements.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`hooks/useThreadActions.ts`: use upstream imports for current thread-action implementation; obsolete `canSettle` has no remaining references.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`lib/terminalCloseConfirm.ts`: both additions implement the same confirmation policy. Take upstream explanatory comment; behavior and Kata's existing confirmation remain.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`modelSelection.test.ts`: take upstream added model case while preserving merged Kata tests.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`routes/_chat.index.tsx`: take improved upstream pairing instructions, with visible product references corrected to Kata Code Connect/Kata Code.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`terminal/ghostty/core.ts`: combine Kata oversized-grapheme conversion safety with upstream single-codepoint optimization and reusable grapheme buffer; read the reusable buffer instead of obsolete local codepoints pointer.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`terminal/ghostty/core.test.ts`: union of convergent additions preserves oversized cluster safety tests and adds upstream live WASM snapshots/output-stream tests.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`terminal/ghostty/surface.ts`: take upstream Insert-key selection extension.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`themePalette.test.ts`: normalized merge preserves Kata extreme simple-editor color coverage and upstream neutral-control coverage.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`versionSkew.ts`: take upstream semver/update state imports, preserve Kata package/identity behavior.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	web	`versionSkew.test.ts`: preserve manual Kata CLI command assertions and add upstream desktop-update capability assertions as separate tests.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	web	`components/threadSidebarWidth.test.ts`: KEEP the existing test despite upstream deletion: this file contains a Kata-specific compact header/trigger assertion and its width module still exists.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-web-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	mobile	Keep Kata package names, operator environment prefix, protocols, display names, brand mark and shrinkable CompactBrandTitle. Take new photo permission and device classification with Kata text.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-mobile-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	mobile	Keep mobileBranding.test.ts, including Kata display-name assertions; upstream deleted this test but the identity function remains.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-mobile-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	mobile	Keep T3Wordmark deleted. HomeHeader uses CompactBrandTitle, which uses KataMark. No prepared mobile file references T3Wordmark.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-mobile-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	mobile	Take upstream Expo 57 dependency upgrades and new scripts, while retaining Kata local native module dependency names and cache-clearing dev defaults.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-mobile-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	mobile	Take upstream generated theme JSON and Material You support, retaining Kata theme label. The deleted old TypeScript palette is represented by the upstream generated JSON rather than invalid TypeScript in a JSON file.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-mobile-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	mobile	Keep Kata shelf preference keys and settled-expanded default in use-thread-list-v2-shelf-preferences.ts; align persistence and tests with those keys. No compatibility reads added.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-mobile-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	mobile	Keep Kata Android FAB clearance and feed measured-inset reset. Take upstream feed ordering, file menus, video/media preview, work-log sizing, and visibility behavior.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-mobile-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	mobile	Move Kata markdown image lifecycle guards, dimension validation, title captions, and fixture callbacks into upstream's extracted ThreadMarkdownImage.tsx. Update MarkdownImageRaceFixture to import that module and use onPressPreview. Remove obsolete inline image implementation from ThreadFeed.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-mobile-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	mobile	Keep Kata markdown renderer extension types alongside upstream file context-menu types.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-mobile-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	mobile	Keep Kata project clone URL selection and remote agent-awareness teardown.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-mobile-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	mobile	Retain pairing credential redaction coverage alongside new device metadata tests.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-mobile-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	mobile	Accept upstream removed production files with only Kata import substitutions. Exact removals are in removals.txt.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-mobile-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	desktop	DMG latest/nightly SVG: retain stage 2 Kata artwork exactly; upstream art is branding outside TAKE.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-desktop-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	desktop	electron-launcher.mjs/tests: keep Kata bundle/display/protocol identities, legacy production t3code scheme and Kata source.png icon; take launcher revision 19 and separate sourced development environment file, native launcher runtime fixes. Preserve exported identity helpers. Use katacode-dev-root flag.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-desktop-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	desktop	DesktopAssets.ts: retain existing Kata icon resource resolution; omit unused upstream source-tree T3 icon resolver. Source image replacements would silently change Kata artwork.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-desktop-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	desktop	DesktopClerk.ts/tests: keep synchronous pre-ready bridge/bootstrap/reset and branded renderer-origin test, since merged main.ts calls bootstrap and make consumes the stored result. Take upstream platform service dependency and renderer scheme helper; export createDesktopClerkBridge for retained direct regression test.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-desktop-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	desktop	DesktopEarlyElectronStartup.ts/test: take upstream isDevelopment and desktop entry fields; derive WM class/protocol and desktop name from Kata branding helper, retaining explicit internal Linux executable naming policy.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-desktop-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	desktop	DesktopEnvironment.ts/test: retain Kata identity/state path and legacy user-data helper; take nonconflicting runtime changes.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-desktop-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	desktop	DesktopLifecycle.test.ts: take upstream factored mock builders and windowsDestroyed tracking; they include new capture/reveal APIs and avoid duplicate obsolete local mock layers.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-desktop-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	desktop	DesktopLinuxUrlHandler.ts/tests: retain production hidden katacode-url-handler.desktop, both katacode/t3code scheme registrations, and removal of old hidden URL entry. Take upstream idempotent content comparison and development portal-entry creation without claiming default schemes. Use environment desktop entry for unpackaged portal identity; production URL entry remains separate to preserve Kata hidden-entry behavior.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-desktop-resolved/decisions.md	Integrated; combined verification pending
